attempt_id,run_id,candidate_id,label,kind,window,scope,status,decision,reason,returncode,net,pf,dd_pct,trades,deal_rows,deal_sha256,pb_rows,sca_rows,eth_rows,funding_rows,bfx_rows,magic_gate_pass,regression_pass,rules_json,config_file,deal_file,started_at,finished_at,elapsed_seconds,error
b108b9ecb8464cc0a924d60e81db23ee,gh_is_baseline_off_20260815230445_b108b9,BASELINE_OFF,GoldHourGateMode=0 回帰,regression,IS,GOLD2,OK,REGRESSION_PASS,exact OFF regression,0,2394.57,1.9489,15.2162,307,614,5B93B3C88151C2EE1555DE70DF899A0EEC83E8D339A9972D684A14347FB15DBC,130,484,0,0,0,True,True,"{""pb"":[],""sca"":[]}",ml\gold_hour\configs\gh_is_baseline_off_20260815230445_b108b9.yaml,ml\gold_hour\deals\gh_is_baseline_off_20260815230445_b108b9_deals.csv,2026-08-15T14:04:45+00:00,2026-08-15T14:05:53+00:00,68.105,
41d23f087c5b4951a0aa2c276eb6b771,gh_oos_baseline_off_20260815230639_41d23f,BASELINE_OFF,GoldHourGateMode=0 回帰,regression,OOS,GOLD2,OK,REGRESSION_PASS,exact OFF regression,0,579.46,1.4161,12.4321,318,636,1D4C5CA14C874C2268EEAF4F5A8DF2C6A452B13EA9E376A3496E8E8DE2495FAE,104,532,0,0,0,True,True,"{""pb"":[],""sca"":[]}",ml\gold_hour\configs\gh_oos_baseline_off_20260815230639_41d23f.yaml,ml\gold_hour\deals\gh_oos_baseline_off_20260815230639_41d23f_deals.csv,2026-08-15T14:06:39+00:00,2026-08-15T14:07:22+00:00,43.041,
5619d2f7b7fb4a889b123bece7145501,gh_is_mon_tokyo_pb_20260815230722_5619d2,MON_TOKYO_PB,月曜 00-06時台 PB,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2422.69,1.9815,12.372,305,610,DF71EF9DB4C8B818BD021299D4A21114D353C42306076A90AF6F350DEE04C8B9,126,484,0,0,0,True,,"{""pb"":[[2,0,7]],""sca"":[]}",ml\gold_hour\configs\gh_is_mon_tokyo_pb_20260815230722_5619d2.yaml,ml\gold_hour\deals\gh_is_mon_tokyo_pb_20260815230722_5619d2_deals.csv,2026-08-15T14:07:22+00:00,2026-08-15T14:08:25+00:00,62.988,
415c89b3fd164457b06687e07de3640d,gh_oos_mon_tokyo_pb_20260815231040_415c89,MON_TOKYO_PB,月曜 00-06時台 PB,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,617.08,1.4554,12.4321,317,634,520C2DD0B23C3847534A6EAF9FCD56FE274D32D10840B7E0A98BAA68D9974DF5,102,532,0,0,0,True,,"{""pb"":[[2,0,7]],""sca"":[]}",ml\gold_hour\configs\gh_oos_mon_tokyo_pb_20260815231040_415c89.yaml,ml\gold_hour\deals\gh_oos_mon_tokyo_pb_20260815231040_415c89_deals.csv,2026-08-15T14:10:40+00:00,2026-08-15T14:11:23+00:00,43.082,
0930f433e6a34aba99a66e537eae1983,gh_is_mon_tokyo_sca_20260815231123_0930f4,MON_TOKYO_SCA,月曜 00-06時台 SCA,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2394.57,1.9489,15.2162,307,614,5B93B3C88151C2EE1555DE70DF899A0EEC83E8D339A9972D684A14347FB15DBC,130,484,0,0,0,True,,"{""pb"":[],""sca"":[[2,0,7]]}",ml\gold_hour\configs\gh_is_mon_tokyo_sca_20260815231123_0930f4.yaml,ml\gold_hour\deals\gh_is_mon_tokyo_sca_20260815231123_0930f4_deals.csv,2026-08-15T14:11:23+00:00,2026-08-15T14:12:27+00:00,63.044,
e384ba27287f49b581b09a80422ff556,gh_oos_mon_tokyo_sca_20260815231227_e384ba,MON_TOKYO_SCA,月曜 00-06時台 SCA,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,579.46,1.4161,12.4321,318,636,1D4C5CA14C874C2268EEAF4F5A8DF2C6A452B13EA9E376A3496E8E8DE2495FAE,104,532,0,0,0,True,,"{""pb"":[],""sca"":[[2,0,7]]}",ml\gold_hour\configs\gh_oos_mon_tokyo_sca_20260815231227_e384ba.yaml,ml\gold_hour\deals\gh_oos_mon_tokyo_sca_20260815231227_e384ba_deals.csv,2026-08-15T14:12:27+00:00,2026-08-15T14:13:10+00:00,43.043,
0163ef87419240a7a963a71d3de8c47f,gh_is_mon_tokyo_both_20260815231310_0163ef,MON_TOKYO_BOTH,月曜 00-06時台 BOTH,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2422.69,1.9815,12.372,305,610,DF71EF9DB4C8B818BD021299D4A21114D353C42306076A90AF6F350DEE04C8B9,126,484,0,0,0,True,,"{""pb"":[[2,0,7]],""sca"":[[2,0,7]]}",ml\gold_hour\configs\gh_is_mon_tokyo_both_20260815231310_0163ef.yaml,ml\gold_hour\deals\gh_is_mon_tokyo_both_20260815231310_0163ef_deals.csv,2026-08-15T14:13:10+00:00,2026-08-15T14:14:13+00:00,62.994,
e9b962113bfa412da586933f0181cc5b,gh_oos_mon_tokyo_both_20260815231413_e9b962,MON_TOKYO_BOTH,月曜 00-06時台 BOTH,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,617.08,1.4554,12.4321,317,634,520C2DD0B23C3847534A6EAF9FCD56FE274D32D10840B7E0A98BAA68D9974DF5,102,532,0,0,0,True,,"{""pb"":[[2,0,7]],""sca"":[[2,0,7]]}",ml\gold_hour\configs\gh_oos_mon_tokyo_both_20260815231413_e9b962.yaml,ml\gold_hour\deals\gh_oos_mon_tokyo_both_20260815231413_e9b962_deals.csv,2026-08-15T14:14:13+00:00,2026-08-15T14:14:56+00:00,43.009,
a15cec701a784f8e928deb9ee623a656,gh_is_mon_eu_am_pb_20260815231456_a15cec,MON_EU_AM_PB,月曜 07-11時台 PB,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2417.42,1.9667,14.7824,306,612,07F49D2EF1C75132E6F05EB33AA8F07127B561DD7347EF713F358DA7286A8753,128,484,0,0,0,True,,"{""pb"":[[2,7,12]],""sca"":[]}",ml\gold_hour\configs\gh_is_mon_eu_am_pb_20260815231456_a15cec.yaml,ml\gold_hour\deals\gh_is_mon_eu_am_pb_20260815231456_a15cec_deals.csv,2026-08-15T14:14:56+00:00,2026-08-15T14:15:59+00:00,63.012,
46c662c413494f1cadfa36b904626b8e,gh_oos_mon_eu_am_pb_20260815231559_46c662,MON_EU_AM_PB,月曜 07-11時台 PB,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,535.26,1.38,12.4321,318,636,F5426907D7733095E6E0BCC124EF44FF75362A4C7AA478049E495F176A9E8588,104,532,0,0,0,True,,"{""pb"":[[2,7,12]],""sca"":[]}",ml\gold_hour\configs\gh_oos_mon_eu_am_pb_20260815231559_46c662.yaml,ml\gold_hour\deals\gh_oos_mon_eu_am_pb_20260815231559_46c662_deals.csv,2026-08-15T14:15:59+00:00,2026-08-15T14:16:42+00:00,43.023,
c459ccac6b234c88a01b39ac9bdc3a91,gh_is_mon_eu_am_sca_20260815231642_c459cc,MON_EU_AM_SCA,月曜 07-11時台 SCA,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2416.07,2.0042,14.0173,293,586,2778F68A5EDB4238044C8C9A807FB4144FCC5EDBBE50567DA3CA121B8EF22EDC,130,456,0,0,0,True,,"{""pb"":[],""sca"":[[2,7,12]]}",ml\gold_hour\configs\gh_is_mon_eu_am_sca_20260815231642_c459cc.yaml,ml\gold_hour\deals\gh_is_mon_eu_am_sca_20260815231642_c459cc_deals.csv,2026-08-15T14:16:42+00:00,2026-08-15T14:17:45+00:00,62.994,
a7e1f4363645461bbd89d3cac4abd7ea,gh_oos_mon_eu_am_sca_20260815231745_a7e1f4,MON_EU_AM_SCA,月曜 07-11時台 SCA,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,548.28,1.4108,11.9056,306,612,9C82FB0B4852976E57B5C2B2BD976BB09127B5FA06E149E406715E00A773AEC6,104,508,0,0,0,True,,"{""pb"":[],""sca"":[[2,7,12]]}",ml\gold_hour\configs\gh_oos_mon_eu_am_sca_20260815231745_a7e1f4.yaml,ml\gold_hour\deals\gh_oos_mon_eu_am_sca_20260815231745_a7e1f4_deals.csv,2026-08-15T14:17:45+00:00,2026-08-15T14:18:28+00:00,42.997,
dc681e84bfc046adba9245d659a1be0e,gh_is_mon_eu_am_both_20260815231828_dc681e,MON_EU_AM_BOTH,月曜 07-11時台 BOTH,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2438.92,2.0234,14.0173,292,584,248734088BDB57147AF5376C684640D4806393D088063C6462719F8DC6E2C401,128,456,0,0,0,True,,"{""pb"":[[2,7,12]],""sca"":[[2,7,12]]}",ml\gold_hour\configs\gh_is_mon_eu_am_both_20260815231828_dc681e.yaml,ml\gold_hour\deals\gh_is_mon_eu_am_both_20260815231828_dc681e_deals.csv,2026-08-15T14:18:28+00:00,2026-08-15T14:19:31+00:00,63.001,
77657a7a2e084caf9c3f3ada0e770603,gh_oos_mon_eu_am_both_20260815231931_77657a,MON_EU_AM_BOTH,月曜 07-11時台 BOTH,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,504.08,1.3732,11.9056,306,612,F00202060611FBE954392805C6EBF699EF151DA4F5D4933526FB123747BFD7FE,104,508,0,0,0,True,,"{""pb"":[[2,7,12]],""sca"":[[2,7,12]]}",ml\gold_hour\configs\gh_oos_mon_eu_am_both_20260815231931_77657a.yaml,ml\gold_hour\deals\gh_oos_mon_eu_am_both_20260815231931_77657a_deals.csv,2026-08-15T14:19:31+00:00,2026-08-15T14:20:14+00:00,42.998,
3b1242ab11ad4d3cb7e467f78bf87dac,gh_is_mon_eu_pm_pb_20260815232014_3b1242,MON_EU_PM_PB,月曜 12-15時台 PB,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2239.62,1.8673,15.2162,307,614,3AD8FA1DDB3C8BD53B61B0B560357FAA5F6653450A1B685C8E273D31CBDED7D0,130,484,0,0,0,True,,"{""pb"":[[2,12,16]],""sca"":[]}",ml\gold_hour\configs\gh_is_mon_eu_pm_pb_20260815232014_3b1242.yaml,ml\gold_hour\deals\gh_is_mon_eu_pm_pb_20260815232014_3b1242_deals.csv,2026-08-15T14:20:14+00:00,2026-08-15T14:21:17+00:00,62.991,
6ed7f08b04e840e6840451d434b36d7e,gh_oos_mon_eu_pm_pb_20260815232117_6ed7f0,MON_EU_PM_PB,月曜 12-15時台 PB,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,551.46,1.3954,12.4321,317,634,E92E275513BBBFE5C447BC9F98F07D20B5681EE85DCACFBEADA3C8B78CEA612C,102,532,0,0,0,True,,"{""pb"":[[2,12,16]],""sca"":[]}",ml\gold_hour\configs\gh_oos_mon_eu_pm_pb_20260815232117_6ed7f0.yaml,ml\gold_hour\deals\gh_oos_mon_eu_pm_pb_20260815232117_6ed7f0_deals.csv,2026-08-15T14:21:17+00:00,2026-08-15T14:22:00+00:00,43.027,
