attempt_id,run_id,proposal_id,family,combo,window,terminal,status,decision,gate_code,reason,returncode,net,pf,dd_pct,trades,net_ratio,pf_ratio,dd_delta,trade_ratio,baseline_net,baseline_pf,baseline_dd,baseline_trades,baseline_at,baseline_pb,baseline_sca,pb_gold,sca_gold,sca_net_ratio,pb_drift,ea_sha256,parameter_json,config_file,deal_file,started_at,finished_at,elapsed_seconds,error
0b6c54fe79c04e70b4ff704a87e41037,sx_is_SX0001_20260902223057_7d802e,SX0001,G01_rr_sweep,単独,IS,PROD,OK,IS_REJECT,PROFIT_DAMAGED,"IS net=348924 (-10.98%), PF=2.0383 (-5.91%), DD=3.9907% (+0.0686pt), trades=301 (+0.00%), SCA枠=149455 (-22.35%)",0,348924.0,2.0383,3.9907,301,0.890233,0.94087,0.0686,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,149455,0.776478,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0001_20260902223057_7d802e.yaml,sx_is_SX0001_20260902223057_7d802e_deals.csv,2026-09-02T22:30:57+00:00,2026-09-02T22:32:51+00:00,113.88,
c6ed911bfed64c9da6133d2d3a1f6624,sx_is_SX0002_20260902223122_4c3c11,SX0002,G01_rr_sweep,PP0428併用,IS,BT1,OK,IS_SURVIVOR_PROFIT,PROFIT_UP_DD_OK,"IS net=415958 (+6.13%), PF=2.2378 (+3.30%), DD=3.8762% (-0.0459pt), trades=301 (+0.00%), SCA枠=216489 (+12.47%)",0,415958.0,2.2378,3.8762,301,1.061261,1.032958,-0.0459,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,216489,1.124747,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0002_20260902223122_4c3c11.yaml,sx_is_SX0002_20260902223122_4c3c11_deals.csv,2026-09-02T22:31:22+00:00,2026-09-02T22:33:46+00:00,143.586,
aa9ce1c04b5543ac85f0154415a1580f,sx_is_SX0003_20260902223251_e798bf,SX0003,G01_rr_sweep,単独,IS,PROD,OK,IS_REJECT,PROFIT_DAMAGED,"IS net=364393 (-7.03%), PF=2.0844 (-3.79%), DD=4.1007% (+0.1786pt), trades=301 (+0.00%), SCA枠=164924 (-14.32%)",0,364393.0,2.0844,4.1007,301,0.9297,0.962149,0.1786,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,164924,0.856846,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.2, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0003_20260902223251_e798bf.yaml,sx_is_SX0003_20260902223251_e798bf_deals.csv,2026-09-02T22:32:51+00:00,2026-09-02T22:34:50+00:00,118.709,
4e3774fa23fb4475953b1e1d0a8b1289,sx_is_SX0004_20260902223451_80dc02,SX0004,G01_rr_sweep,PP0428併用,IS,PROD,OK,IS_SURVIVOR_PROFIT,PROFIT_UP_DD_OK,"IS net=423149 (+7.96%), PF=2.2592 (+4.28%), DD=3.8718% (-0.0503pt), trades=301 (+0.00%), SCA枠=223680 (+16.21%)",0,423149.0,2.2592,3.8718,301,1.079608,1.042836,-0.0503,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,223680,1.162107,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.2, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0004_20260902223451_80dc02.yaml,sx_is_SX0004_20260902223451_80dc02_deals.csv,2026-09-02T22:34:51+00:00,2026-09-02T22:37:25+00:00,154.042,
bf42f0acba2b4209a34efa21e9d9088f,sx_oos_SX0002_20260902223346_91bd55,SX0002,G01_rr_sweep,PP0428併用,OOS,BT1,OK,ADOPT_CANDIDATE,BOTH_WINDOWS_IMPROVED,"IS net=415958 (+6.13%), PF=2.2378 (+3.30%), DD=3.8762% (-0.0459pt), trades=301 (+0.00%), SCA枠=216489 (+12.47%); OOS net=49646 (+19.58%), PF=1.3170 (+4.10%), DD=2.1839% (+0.1434pt), trades=329 (+0.00%), SCA枠=48175 (+20.30%)",0,49646.0,1.317,2.1839,329,1.195828,1.041024,0.1434,1.0,41516.0,1.2651,2.0405,329,,1471.0,40045.0,1471,48175,1.203022,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_oos_SX0002_20260902223346_91bd55.yaml,sx_oos_SX0002_20260902223346_91bd55_deals.csv,2026-09-02T22:33:46+00:00,2026-09-02T22:44:01+00:00,614.546,
0e3eb92c356b44aca9434de80e9104a3,sx_is_SX0005_20260902224401_48bad5,SX0005,G01_rr_sweep,単独,IS,BT1,OK,IS_REJECT,PROFIT_DAMAGED,"IS net=368108 (-6.08%), PF=2.0954 (-3.28%), DD=4.1064% (+0.1843pt), trades=301 (+0.00%), SCA枠=168639 (-12.39%)",0,368108.0,2.0954,4.1064,301,0.939178,0.967227,0.1843,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,168639,0.876147,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.3, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0005_20260902224401_48bad5.yaml,sx_is_SX0005_20260902224401_48bad5_deals.csv,2026-09-02T22:44:01+00:00,2026-09-02T22:46:05+00:00,123.908,
e520dbae06ec42c0a76b08ee687f5186,sx_oos_SX0004_20260902223725_a3b184,SX0004,G01_rr_sweep,PP0428併用,OOS,PROD,OK,ADOPT_CANDIDATE,BOTH_WINDOWS_IMPROVED,"IS net=423149 (+7.96%), PF=2.2592 (+4.28%), DD=3.8718% (-0.0503pt), trades=301 (+0.00%), SCA枠=223680 (+16.21%); OOS net=49227 (+18.57%), PF=1.3143 (+3.89%), DD=1.8793% (-0.1612pt), trades=329 (+0.00%), SCA枠=47756 (+19.26%)",0,49227.0,1.3143,1.8793,329,1.185736,1.03889,-0.1612,1.0,41516.0,1.2651,2.0405,329,,1471.0,40045.0,1471,47756,1.192558,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.2, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_oos_SX0004_20260902223725_a3b184.yaml,sx_oos_SX0004_20260902223725_a3b184_deals.csv,2026-09-02T22:37:25+00:00,2026-09-02T22:47:45+00:00,620.625,
315a14be22d2424cb859fc14698e188a,sx_is_SX0006_20260902224605_62fe0a,SX0006,G01_rr_sweep,PP0428併用,IS,BT1,OK,IS_SURVIVOR_PROFIT,PROFIT_UP_DD_OK,"IS net=427052 (+8.96%), PF=2.2708 (+4.82%), DD=3.8658% (-0.0563pt), trades=301 (+0.00%), SCA枠=227583 (+18.24%)",0,427052.0,2.2708,3.8658,301,1.089566,1.048191,-0.0563,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,227583,1.182384,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.3, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0006_20260902224605_62fe0a.yaml,sx_is_SX0006_20260902224605_62fe0a_deals.csv,2026-09-02T22:46:05+00:00,2026-09-02T22:48:14+00:00,128.907,
8ca3f98bb9aa4e2b83b664602b4fb5dd,sx_oos_SX0006_20260902224814_037a43,SX0006,G01_rr_sweep,PP0428併用,OOS,BT1,OK,ADOPT_CANDIDATE,BOTH_WINDOWS_IMPROVED,"IS net=427052 (+8.96%), PF=2.2708 (+4.82%), DD=3.8658% (-0.0563pt), trades=301 (+0.00%), SCA枠=227583 (+18.24%); OOS net=49309 (+18.77%), PF=1.3148 (+3.93%), DD=1.8793% (-0.1612pt), trades=329 (+0.00%), SCA枠=47838 (+19.46%)",0,49309.0,1.3148,1.8793,329,1.187711,1.039285,-0.1612,1.0,41516.0,1.2651,2.0405,329,,1471.0,40045.0,1471,47838,1.194606,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.3, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_oos_SX0006_20260902224814_037a43.yaml,sx_oos_SX0006_20260902224814_037a43_deals.csv,2026-09-02T22:48:14+00:00,2026-09-02T22:53:49+00:00,334.14,
6819fa2605144a858a293e56056b9d27,sx_is_SX0007_20260902225428_965aec,SX0007,G01_rr_sweep,単独,IS,PROD,OK,IS_REJECT,PROFIT_DAMAGED,"IS net=371036 (-5.34%), PF=2.1041 (-2.88%), DD=3.9547% (+0.0326pt), trades=301 (+0.00%), SCA枠=171567 (-10.86%)",0,371036.0,2.1041,3.9547,301,0.946648,0.971243,0.0326,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,171567,0.891359,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.4, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0007_20260902225428_965aec.yaml,sx_is_SX0007_20260902225428_965aec_deals.csv,2026-09-02T22:54:28+00:00,2026-09-02T22:56:22+00:00,113.78,
